code,display
M54.05,"Panniculitis affecting regions of neck and back, thoracolumbar region"
M54.06,"Panniculitis affecting regions of neck and back, lumbar region"
M54.07,"Panniculitis affecting regions of neck and back, lumbosacral region"
M54.08,"Panniculitis affecting regions of neck and back, sacral and sacrococcygeal region"
M54.09,"Panniculitis affecting regions of neck and back, site unspecified"
M54.1,Radiculopathy
M54.10,"Radiculopathy, multiple sites"
M54.11,"Radiculopathy, occipito-atlanto-axial region"
M54.12,"Radiculopathy, cervical region"
M54.13,"Radiculopathy, cervicothoracic region"
M54.14,"Radiculopathy, thoracic region"
M54.15,"Radiculopathy, thoracolumbar region"
M54.16,"Radiculopathy, lumbar region"
M54.17,"Radiculopathy, lumbosacral region"
M54.18,"Radiculopathy, sacral and sacrococcygeal region"
M54.19,"Radiculopathy, site unspecified"
M54.2,Cervicalgia
M54.20,"Cervicalgia, multiple sites"
M54.21,"Cervicalgia, occipito-atlanto-axial region"
M54.22,"Cervicalgia, cervical region"
M54.23,"Cervicalgia, cervicothoracic region"
M54.24,"Cervicalgia, thoracic region"
M54.25,"Cervicalgia, thoracolumbar region"
M54.26,"Cervicalgia, lumbar region"
M54.27,"Cervicalgia, lumbosacral region"
M54.28,"Cervicalgia, sacral and sacrococcygeal region"
M54.29,"Cervicalgia, site unspecified"
M54.3,Sciatica
M54.30,"Sciatica, multiple sites"
M54.31,"Sciatica, occipito-atlanto-axial region"
M54.32,"Sciatica, cervical region"
M54.33,"Sciatica, cervicothoracic region"
M54.34,"Sciatica, thoracic region"
M54.35,"Sciatica, thoracolumbar region"
M54.36,"Sciatica, lumbar region"
M54.37,"Sciatica, lumbosacral region"
M54.38,"Sciatica, sacral and sacrococcygeal region"
M54.39,"Sciatica, site unspecified"
M54.4,Lumbago with sciatica
M54.40,"Lumbago with sciatica, multiple sites"
M54.41,"Lumbago with sciatica, occipito-atlanto-axial region"
M54.42,"Lumbago with sciatica, cervical region"
M54.43,"Lumbago with sciatica, cervicothoracic region"
M54.44,"Lumbago with sciatica, thoracic region"
M54.45,"Lumbago with sciatica, thoracolumbar region"
M54.46,"Lumbago with sciatica, lumbar region"
M54.47,"Lumbago with sciatica, lumbosacral region"
M54.48,"Lumbago with sciatica, sacral and sacrococcygeal region"
M54.49,"Lumbago with sciatica, site unspecified"
M54.5,Low back pain
M54.50,"Low back pain, multiple sites"
M54.51,"Low back pain, occipito-atlanto-axial region"
M54.52,"Low back pain, cervical region"
M54.53,"Low back pain, cervicothoracic region"
M54.54,"Low back pain, thoracic region"
M54.55,"Low back pain, thoracolumbar region"
M54.56,"Low back pain, lumbar region"
M54.57,"Low back pain, lumbosacral region"
M54.58,"Low back pain, sacral and sacrococcygeal region"
M54.59,"Low back pain, site unspecified"
M54.6,Pain in thoracic spine
M54.60,"Pain in thoracic spine, multiple sites"
M54.61,"Pain in thoracic spine, occipito-atlanto-axial region"
M54.62,"Pain in thoracic spine, cervical region"
M54.63,"Pain in thoracic spine, cervicothoracic region"
M54.64,"Pain in thoracic spine, thoracic region"
M54.65,"Pain in thoracic spine, thoracolumbar region"
M54.66,"Pain in thoracic spine, lumbar region"
M54.67,"Pain in thoracic spine, lumbosacral region"
M54.68,"Pain in thoracic spine, sacral and sacrococcygeal region"
M54.69,"Pain in thoracic spine, site unspecified"
M54.8,Other dorsalgia
M54.80,"Other dorsalgia, multiple sites"
M54.81,"Other dorsalgia, occipito-atlanto-axial region"
M54.82,"Other dorsalgia, cervical region"
M54.83,"Other dorsalgia, cervicothoracic region"
M54.84,"Other dorsalgia, thoracic region"
M54.85,"Other dorsalgia, thoracolumbar region"
M54.86,"Other dorsalgia, lumbar region"
M54.87,"Other dorsalgia, lumbosacral region"
M54.88,"Other dorsalgia, sacral and sacrococcygeal region"
M54.89,"Other dorsalgia, site unspecified"
M54.9,"Dorsalgia, unspecified"
M54.90,"Dorsalgia, unspecified, multiple sites"
M54.91,"Dorsalgia, unspecified, occipito-atlanto-axial region"
M54.92,"Dorsalgia, unspecified, cervical region"
M54.93,"Dorsalgia, unspecified, cervicothoracic region"
M54.94,"Dorsalgia, unspecified, thoracic region"
M54.95,"Dorsalgia, unspecified, thoracolumbar region"
M54.96,"Dorsalgia, unspecified, lumbar region"
M54.97,"Dorsalgia, unspecified, lumbosacral region"
M54.98,"Dorsalgia, unspecified, sacral and sacrococcygeal region"
M54.99,"Dorsalgia, unspecified, site unspecified"
M60,Myositis
M60.0,Infective myositis
M60.00,"Infective myositis, mulitple sites"
M60.01,"Infective myositis, shoulder"
M60.02,"Infective myositis, upper arm"
M60.03,"Infective myositis, forearm"
M60.04,"Infective myositis, hand"
M60.05,"Infective myositis, pelvic region and thigh"
M60.06,"Infective myositis, lower leg"
M60.07,"Infective myositis, ankle and foot"
M60.08,"Infective myositis, other"
M60.09,"Infective myositis,  site unspecified"
M60.1,Interstitial myositis
M60.10,"Interstitial myositis, mulitple sites"
M60.11,"Interstitial myositis, shoulder"
M60.12,"Interstitial myositis, upper arm"
M60.13,"Interstitial myositis, forearm"
M60.14,"Interstitial myositis, hand"
M60.15,"Interstitial myositis, pelvic region and thigh"
M60.16,"Interstitial myositis, lower leg"
M60.17,"Interstitial myositis, ankle and foot"
M60.18,"Interstitial myositis, other"
M60.19,"Interstitial myositis, site unspecified"
M60.2,"Foreign body granuloma of soft tissue, not elsewhere classified"
M60.20,"Foreign body graniloma of soft tissue, mulitple sites"
M60.21,"Foreign body graniloma of soft tissue, shoulder"
M60.22,"Foreign body graniloma of soft tissue, upper arm"
M60.23,"Foreign body graniloma of soft tissue, forearm"
M60.24,"Foreign body graniloma of soft tissue, hand"
M60.25,"Foreign body granuloma of soft tissue, pelvic region and thigh"
M60.26,"Foreign body graniloma of soft tissue, lower leg"
M60.27,"Foreign body graniloma of soft tissue, ankle and foot"
M60.28,"Foreign body granuloma of soft tissue, other"
M60.29,"Foreign body granuloma of soft tissue, site unspecified"
M60.8,Other myositis
M60.80,"Other myositis, mulitple sites"
M60.81,"Other myositis, shoulder"
M60.82,"Other myositis, upper arm"
M60.83,"Other myositis, forearm"
M60.84,"Other myositis, hand"
M60.85,"Other myositis, pelvic region and thigh"
M60.86,"Other myositis, lower leg"
M60.87,"Other myositis, ankle and foot"
M60.88,"Other myositis, other"
M60.89,"Other myositis,  site unspecified"
M60.9,"Myositis, unspecified"
M60.90,"Myositis unspecified, mulitple sites"
M60.91,"Myositis unspecified, shoulder"
M60.92,"Myositis unspecified, upper arm"
M60.93,"Myositis unspecified, forearm"
M60.94,"Myositis unspecified, hand"
M60.95,"Myositis unspecified, pelvic region and thigh"
M60.96,"Myositis unspecified, lower leg"
M60.97,"Myositis unspecified, ankle and foot"
M60.98,"Myositis unspecified, other"
M60.99,"Myositis unspecified, site unspecified"
M61,Calcification and ossification of muscle
M61.0,Myositis ossificans traumatica
M61.00,"Myositis ossificans traumatica, mulitple sites"
M61.01,"Myositis ossificans traumatica, shoulder"
M61.02,"Myositis ossificans traumatica, upper arm"
M61.03,"Myositis ossificans traumatica, forearm"
M61.04,"Myositis ossificans traumatica, hand"
M61.05,"Myositis ossificans traumatica, pelvic region and thigh"
M61.06,"Myositis ossificans traumatica, lower leg"
M61.07,"Myositis ossificans traumatica, ankle and foot"
M61.08,"Myositis ossificans traumatica, other"
M61.09,"Myositis ossificans traumatica, site unspecified"
M61.1,Myositis ossificans progressiva
M61.10,"Myositis ossificans progressiva, mulitple sites"
M61.11,"Myositis ossificans progressiva, shoulder"
M61.12,"Myositis ossificans progressiva, upper arm"
M61.13,"Myositis ossificans progressiva, forearm"
M61.14,"Myositis ossificans progressiva, hand"
M61.15,"Myositis ossificans progressiva, pelvic region and thigh"
M61.16,"Myositis ossificans progressiva, lower leg"
M61.17,"Myositis ossificans progressiva, ankle and foot"
M61.18,"Myositis ossificans progressiva, other"
M61.19,"Myositis ossificans progressiva, site unspecified"
M61.2,Paralytic calcification and ossification of muscle
M61.20,"Paralytic calcification and ossifcation of muscle, mulitple sites"
M61.21,"Paralytic calcification and ossifcation of muscle, shoulder"
M61.22,"Paralytic calcification and ossifcation of muscle, upper arm"
M61.23,"Paralytic calcification and ossifcation of muscle, forearm"
M61.24,"Paralytic calcification and ossifcation of muscle, hand"
M61.25,"Paralytic calcification and ossifcation of muscle, pelvic region and thigh"
M61.26,"Paralytic calcification and ossifcation of muscle, lower leg"
M61.27,"Paralytic calcification and ossifcation of muscle, ankle and foot"
M61.28,"Paralytic calcification and ossifcation of muscle, other"
M61.29,"Paralytic calcification and ossifcation of muscle, site unspecified"
M61.3,Calcification and ossification of muscles assoc with burns
M61.30,"Calcification and ossification of muscles assco with burns, multiple sites"
M61.31,"Calcification and ossification of muscles assco with burns, shoulder"
M61.32,"Calcification and ossification of muscles assco with burns, upper arm"
M61.33,"Calcification and ossification of muscles assco with burns, forearm"
M61.34,"Calcification and ossification of muscles assco with burns, hand"
M61.35,"Calcification and ossification of muscles assco with burns, pelvic region and thigh"
M61.36,"Calcification and ossification of muscles assco with burns, lower leg"
M61.37,"Calcification and ossification of muscles assco with burns, ankle and foot"
M61.38,"Calcification and ossification of muscles assco with burns, other"
M61.39,"Calcification and ossification of muscles assco with burns, site unspecified"
M61.4,Other calcification of muscle
M61.40,"Other calcification of muscle, multiple sites"
M61.41,"Other calcification of muscle, shoulder"
M61.42,"Other calcification of muscle, upper arm"
M61.43,"Other calcification of muscle, forearm"
M61.44,"Other calcification of muscle, hand"
M61.45,"Other calcification of muscle, pelvic region and thigh"
M61.46,"Other calcification of muscle, lower leg"
M61.47,"Other calcification of muscle, ankle and foot"
M61.48,"Other calcification of muscle, other"
M61.49,"Other calcification of muscle, site unspecified"
M61.5,Other ossification of muscle
M61.50,"Other ossification of muscle, multiple sites"
M61.51,"Other ossification of muscle, shoulder"
M61.52,"Other ossification of muscle, upper arm"
M61.53,"Other ossification of muscle, forearm"
M61.54,"Other ossification of muscle, hand"
M61.55,"Other ossification of muscle, pelvic region and thigh"
M61.56,"Other ossification of muscle, lower leg"
M61.57,"Other ossification of muscle, ankle and foot"
M61.58,"Other ossification of muscle, other"
M61.59,"Other ossification of muscle, site unspecified"
M61.9,"Calcification and ossification of muscle, unspecified"
M61.90,"Calcification and ossification of muscle unspecified, multiple sites"
M61.91,"Calcification and ossification of muscle unspecified, shoulder"
M61.92,"Calcification and ossification of muscle unspecified, upper arm"
M61.93,"Calcification and ossification of muscle unspecified, forearm"
M61.94,"Calcification and ossification of muscle unspecified, hand"
M61.95,"Calcification and ossification of muscle unspecified, pelvic region and thigh"
M61.96,"Calcification and ossification of muscle unspecified, lower leg"
M61.97,"Calcification and ossification of muscle unspecified, ankle and foot"
M61.98,"Calcification and ossification of muscle unspecified, other"
M61.99,"Calcification and ossification of muscle unspecified, site unspecified"
M62,Other disorders of muscle
M62.0,Diastasis of muscle
M62.00,"Diastasis of muscle, mulitple sites"
M62.01,"Diastasis of muscle, shoulder"
M62.02,"Diastasis of muscle, upper arm"
M62.03,"Diastasis of muscle, forearm"
M62.04,"Diastasis of muscle, hand"
M62.05,"Diastasis of muscle, pelvic region and thigh"
M62.06,"Diastasis of muscle, lower leg"
M62.07,"Diastasis of muscle, ankle and foot"
M62.08,"Diastasis of muscle, other"
M62.09,"Diastasis of muscle, site unspecified"
M62.1,Other rupture of muscle (nontraumatic)
M62.10,"Other rupture of muscle (nontraumatic), multiple sites"
M62.11,"Other rupture of muscle (nontraumatic), shoulder"
M62.12,"Other rupture of muscle (nontraumatic), upper arm"
M62.13,"Other rupture of muscle (nontraumatic), forearm"
M62.14,"Other rupture of muscle (nontraumatic), hand"
M62.15,"Other rupture of muscle (nontraumatic), pelvic region and thigh"
M62.16,"Other rupture of muscle (nontraumatic), lower leg"
M62.17,"Other rupture of muscle (nontraumatic), ankle and foot"
M62.18,"Other rupture of muscle (nontraumatic), other"
M62.19,"Other rupture of muscle (nontraumatic), site unspecified"
M62.2,Ischaemic infarction of muscle
M62.20,"Ischaemic infarction of muscle, multiple sites"
M62.21,"Ischaemic infarction of muscle, shoulder"
M62.22,"Ischaemic infarction of muscle, upper arm"
M62.23,"Ischaemic infarction of muscle, forearm"
M62.24,"Ischaemic infarction of muscle, hand"
M62.25,"Ischaemic infarction of muscle, pelvic region and thigh"
M62.26,"Ischaemic infarction of muscle, lower leg"
M62.27,"Ischaemic infarction of muscle, ankle and foot"
M62.28,"Ischaemic infarction of muscle, other"
M62.29,"Ischaemic infarction of muscle, site unspecified"
M62.3,Immobility syndrome (paraplegic)
M62.30,"Immobility syndrome (paraplegic), multiple sites"
M62.31,"Immobility syndrome (paraplegic), shoulder"
M62.32,"Immobility syndrome (paraplegic), upper arm"
M62.33,"Immobility syndrome (paraplegic), forearm"
M62.34,"Immobility syndrome (paraplegic), hand"
M62.35,"Immobility syndrome (paraplegic), pelvic region and thigh"
M62.36,"Immobility syndrome (paraplegic), lower leg"
M62.37,"Immobility syndrome (paraplegic), ankle and foot"
M62.38,"Immobility syndrome (paraplegic), other"
M62.39,"Immobility syndrome (paraplegic), site unspecified"
M62.4,Contracture of muscle
M62.40,"Contracture of muscle, multiple sites"
M62.41,"Contracture of muscle, shoulder"
M62.42,"Contracture of muscle, upper arm"
M62.43,"Contracture of muscle, forearm"
M62.44,"Contracture of muscle, hand"
M62.45,"Contracture of muscle, pelvic region and thigh"
M62.46,"Contracture of muscle, lower leg"
M62.47,"Contracture of muscle, ankle and foot"
M62.48,"Contracture of muscle, other"
M62.49,"Contracture of muscle, site unspecified"
M62.5,"Muscle wasting and atrophy, not elsewhere classified"
M62.50,"Muscle wasting and atrophy, multiple sites"
